6	16384	16384	16384	16384	0	0	0	0	0	0	0	0
37	16384	16384	16384	16384	0	0	0	0	0	0	0	0
66	16384	16384	16384	16384	0	0	0	0	0	0	0	0
95	16384	16384	16384	16384	0	0	0	0	0	0	0	0
138	16384	16384	16384	16384	0	0	0	0	0	0	0	0
169	16384	16384	16384	16384	0	0	0	0	0	0	0	0
188	16384	16384	16384	16384	0	0	0	0	0	0	0	0
216	16384	16384	16384	16384	0	0	0	0	0	0	0	0
248	16384	16384	16384	16384	0	0	0	0	0	0	0	0
280	16384	16384	16384	16384	0	0	0	0	0	0	0	0
312	16384	16384	16384	16384	0	0	0	0	0	0	0	0
345	16384	16384	16384	16384	0	0	0	0	0	0	0	0
372	16384	16384	16384	16384	0	0	0	0	0	0	0	0
403	16384	16384	16384	16384	0	0	0	0	0	0	0	0
439	16384	16384	16384	16384	0	0	0	0	0	0	0	0
466	16384	16384	16384	16384	0	0	0	0	0	0	0	0
497	16384	16384	16384	16384	0	0	0	0	0	0	0	0
531	16384	16384	16384	16384	0	0	0	0	0	0	0	0
562	16384	16384	16384	16384	0	0	0	0	0	0	0	0
592	16384	21585	16384	16384	0	0	0	0	0	0	0	0
626	16384	32767	16384	19895	0	0	0	0	0	0	0	0
653	16384	32767	16384	32767	0	0	0	0	0	0	0	0
689	16384	32767	11776	32767	0	0	0	0	0	0	0	0
716	16384	32767	8320	32767	0	0	0	0	0	0	0	0
748	16384	32767	128	32767	0	0	0	0	0	0	0	0
782	16384	32767	3456	16384	0	0	0	0	0	0	0	0
812	7680	16384	12288	10752	0	0	0	0	0	0	0	0
844	1	16384	12288	5760	0	0	0	0	0	0	0	0
872	1	4096	16384	1	0	0	0	0	0	0	0	0
904	1	3584	16384	1	0	0	0	0	0	0	0	0
939	1	6272	16384	1	0	0	0	0	0	0	0	0
966	1	16384	16384	1	0	0	0	0	0	0	0	0
997	1	16384	16384	1	0	0	0	0	0	0	0	0
1031	2688	32767	22105	1	0	0	0	0	0	0	0	0
1062	16384	32767	26786	1	0	0	0	0	0	0	0	0
1092	16384	32767	32506	1	0	0	0	0	0	0	0	0
1122	22235	32767	32767	1	0	0	0	0	0	0	0	0
1154	32767	29516	27696	16384	0	0	0	0	0	0	0	0
1189	32767	11264	16384	16384	0	0	0	0	0	0	0	0
1216	32767	1	16384	16384	0	0	0	0	0	0	0	0
1248	32767	1	16384	16384	0	0	0	0	0	0	0	0
1282	16384	1	16384	16384	0	0	0	0	0	0	0	0
1312	16384	1	16384	5504	0	0	0	0	0	0	0	0
1344	5376	1	16384	1152	0	0	0	0	0	0	0	0
1372	1	1	16384	1	0	0	0	0	0	0	0	0
1404	1	16384	16384	1	0	0	0	0	0	0	0	0
1439	16384	32767	16384	1	0	0	0	0	0	0	0	0
1466	16384	32767	16384	1	0	0	0	0	0	0	0	0
1497	31206	32767	16384	1	0	0	0	0	0	0	0	0
1531	32767	27826	16384	16384	0	0	0	0	0	0	0	0
1562	32767	16384	16384	16384	0	0	0	0	0	0	0	0
1592	32767	16384	16384	16384	0	0	0	0	0	0	0	0
1626	32767	1	16384	16384	0	0	0	0	0	0	0	0
1653	32767	1	16384	16384	0	0	0	0	0	0	0	0
1689	27566	1	16384	16384	0	0	0	0	0	0	0	0
1716	23795	1	16384	16384	0	0	0	128	0	0	0	0
1748	16384	1	16384	16384	0	0	0	128	0	0	0	0
1781	11776	1	16384	16384	0	0	0	128	0	0	0	0
1812	1	3328	16384	16384	0	0	0	128	0	0	0	0
1844	1	16384	16384	16384	0	0	0	128	0	0	0	0
1873	1	16384	16384	16384	0	0	0	0	0	0	0	0
1904	1	32767	16384	16384	0	0	0	0	0	0	0	0
1938	13696	32767	16384	16384	0	0	0	0	0	0	0	0
1966	16384	32767	16384	16384	0	0	0	0	0	0	0	0
2000	32767	32767	16384	16384	0	0	0	0	0	0	0	0
2032	32767	21715	16384	16384	0	0	0	0	0	0	0	0
2061	32767	16384	16384	16384	0	0	0	0	0	0	0	0
2093	32767	10240	16384	16384	0	0	0	0	0	0	0	0
2126	32767	1	16384	16384	0	0	0	0	0	0	0	0
2154	29516	1	16384	16384	0	0	0	0	0	0	0	0
2189	16384	1	16384	16384	0	0	0	0	0	0	0	0
2216	16384	1	16384	16384	0	0	0	0	0	0	0	0
2248	16384	1408	16384	16384	0	0	0	0	0	0	0	0
2281	16384	16384	16384	16384	0	0	0	0	0	0	0	0
2312	23535	32767	16384	16384	0	0	0	0	0	0	0	0
2344	23665	32767	16384	16384	0	0	0	0	0	0	0	0
